name,location,city,state,country,creators_rec,notes,address,rating,user_ratings_total,google_maps_link,lat,lng,opening_hours,type,google_place_id,type2
Roseline Coffee,"Portland, OR",Portland,Oregon,United States of America,,,"1015 SE 11th Ave #100, Portland, OR 97214, United States",4.6,107.0,"https://www.google.com/maps/search/?api=1&query=1015%20SE%2011th%20Ave%20#100,%20Portland,%20OR%2097214,%20United%20States&query_place_id=ChIJF3SVEEKhlVQREbGnR20iOl8",45.5157,-122.6548,"Monday: 7:00 AM - 5:00 PM
Tuesday: 7:00 AM - 5:00 PM
Wednesday: 7:00 AM - 5:00 PM
Thursday: 7:00 AM - 5:00 PM
Friday: 7:00 AM - 5:00 PM
Saturday: 8:00 AM - 5:00 PM
Sunday: 8:00 AM - 5:00 PM",cafe,ChIJF3SVEEKhlVQREbGnR20iOl8,coffee
Compass Coffee,"Vancouver, WA",Vancouver,Washington,United States of America,Yes,Good place to work or hangout with friends. Also has an outdoor patio.,"817 Washington St, Vancouver, WA 98660, United States",4.6,846.0,"https://www.google.com/maps/search/?api=1&query=817%20Washington%20St,%20Vancouver,%20WA%2098660,%20United%20States&query_place_id=ChIJmxa1JrSolVQRAxKuFoFVVbo",45.6278,-122.6726,"Monday: 6:00 AM - 7:00 PM
Tuesday: 6:00 AM - 7:00 PM
Wednesday: 6:00 AM - 7:00 PM
Thursday: 6:00 AM - 7:00 PM
Friday: 6:00 AM - 7:00 PM
Saturday: 6:00 AM - 7:00 PM
Sunday: 6:00 AM - 7:00 PM",cafe,ChIJmxa1JrSolVQRAxKuFoFVVbo,coffee
Keeper Coffee,"Portland, OR",Portland,Oregon,United States of America,Yes,"Cozy but bustling! If you're lucky enough, you will get coffee from Morgan, world barista champion.","4515 SE 41st Ave, Portland, OR 97202, United States",4.8,283.0,"https://www.google.com/maps/search/?api=1&query=4515%20SE%2041st%20Ave,%20Portland,%20OR%2097202,%20United%20States&query_place_id=ChIJwVBb6R0LlVQR52pe_0J9y4E",45.49,-122.62,"Monday: 7:00 AM - 5:00 PM
Tuesday: 7:00 AM - 5:00 PM
Wednesday: 7:00 AM - 5:00 PM
Thursday: 7:00 AM - 5:00 PM
Friday: 7:00 AM - 5:00 PM
Saturday: 7:00 AM - 5:00 PM
Sunday: 7:00 AM - 5:00 PM",cafe,ChIJwVBb6R0LlVQR52pe_0J9y4E,coffee
Foode Catering,"Vancouver, WA",Vancouver,Washington,United States of America,,A delicious sandwich place with good coffee.,"900 Washington St #120, Vancouver, WA 98660, United States",4.6,104.0,"https://www.google.com/maps/search/?api=1&query=900%20Washington%20St%20#120,%20Vancouver,%20WA%2098660,%20United%20States&query_place_id=ChIJ5f1j97SolVQRd4l-oD46vxE",45.6284,-122.6732,"Monday: 8:00 AM - 3:00 PM
Tuesday: 8:00 AM - 3:00 PM
Wednesday: 8:00 AM - 3:00 PM
Thursday: 8:00 AM - 3:00 PM
Friday: 8:00 AM - 3:00 PM
Saturday: Closed
Sunday: Closed",cafe,ChIJ5f1j97SolVQRd4l-oD46vxE,coffee
Relevant Coffee,"Vancouver, WA",Vancouver,Washington,United States of America,Yes,"Spacious cafe with interesting group of goers. Great place to read a book, finish a project, or just have some philosophical chat with friends relaxing on the couch.","1703 Main St suite a, Vancouver, WA 98660, United States",4.7,579.0,"https://www.google.com/maps/search/?api=1&query=1703%20Main%20St%20suite%20a,%20Vancouver,%20WA%2098660,%20United%20States&query_place_id=ChIJHdwhlsqolVQRBLx-7-LuOrY",45.6344,-122.6712,"Monday: 7:00 AM - 5:00 PM
Tuesday: 7:00 AM - 5:00 PM
Wednesday: 7:00 AM - 5:00 PM
Thursday: 7:00 AM - 5:00 PM
Friday: 7:00 AM - 5:00 PM
Saturday: 7:00 AM - 5:00 PM
Sunday: 7:00 AM - 5:00 PM",cafe,ChIJHdwhlsqolVQRBLx-7-LuOrY,coffee
Case Study Coffee Roasters,"Portland, OR",Portland,Oregon,United States of America,Yes,Fine inner decor. Good crowd of people; I was inspired to read.,"802 SW 10th Ave, Portland, OR 97205, United States",4.4,1187.0,"https://www.google.com/maps/search/?api=1&query=802%20SW%2010th%20Ave,%20Portland,%20OR%2097205,%20United%20States&query_place_id=ChIJa92lywQKlVQRXlkX4rXNbnM",45.5191,-122.6823,"Monday: 7:00 AM - 4:00 PM
Tuesday: 7:00 AM - 4:00 PM
Wednesday: 7:00 AM - 4:00 PM
Thursday: 7:00 AM - 4:00 PM
Friday: 7:00 AM - 4:00 PM
Saturday: 7:00 AM - 4:00 PM
Sunday: 7:00 AM - 4:00 PM",cafe,ChIJNTayFi-hlVQRnBUUqts9cRM,coffee
Brewed Awakenings,"Vancouver, WA",Vancouver,Washington,United States of America,,"I love this cafe for its variety of seating. You will meet groups plaing board games, high schoolers doing homework, people with headphones, and people reading. Big menu; more than coffee.","6709 NE 63rd St #101, Vancouver, WA 98661, United States",4.6,407.0,"https://www.google.com/maps/search/?api=1&query=6709%20NE%2063rd%20St%20#101,%20Vancouver,%20WA%2098661,%20United%20States&query_place_id=ChIJmcwBkLevlVQR6Tk-faeWxpc",45.6677,-122.604,"Monday: 5:30 AM - 6:00 PM
Tuesday: 5:30 AM - 6:00 PM
Wednesday: 5:30 AM - 6:00 PM
Thursday: 5:30 AM - 6:00 PM
Friday: 5:30 AM - 6:00 PM
Saturday: 6:00 AM - 6:00 PM
Sunday: 6:30 AM - 6:00 PM",cafe,ChIJ8zoCXs6klVQRN5kQyJY-wrM,coffee
Bollywood Theater,"Portland, OR",Portland,Oregon,United States of America,Yes,Good collection of Indian street food. Not spicy but full of flavours.,"3010 SE Division St, Portland, OR 97202, United States",4.4,2159.0,"https://www.google.com/maps/search/?api=1&query=3010%20SE%20Division%20St,%20Portland,%20OR%2097202,%20United%20States&query_place_id=ChIJG5ZIIYSglVQRppLQUCpUpws",45.5046,-122.6344,"Monday: 4:00 - 9:00 PM
Tuesday: Closed
Wednesday: 4:00 - 9:00 PM
Thursday: 4:00 - 9:00 PM
Friday: 4:00 - 9:00 PM
Saturday: 4:00 - 9:00 PM
Sunday: 4:00 - 9:00 PM",restaurant,ChIJG5ZIIYSglVQRppLQUCpUpws,food
Mon Ami,"Vancouver, WA",Vancouver,Washington,United States of America,Yes,"Great ambience, lots of board games, lots of books, and wonderful inviting decor.","1906 Main St, Vancouver, WA 98660, United States",4.6,438.0,"https://www.google.com/maps/search/?api=1&query=1906%20Main%20St,%20Vancouver,%20WA%2098660,%20United%20States&query_place_id=ChIJt2DdlMqolVQR9_8bSgsyYCY",45.6359,-122.6718,"Monday: Closed
Tuesday: Closed
Wednesday: 9:00 AM - 5:30 PM
Thursday: 9:00 AM - 5:30 PM
Friday: 9:00 AM - 7:00 PM
Saturday: 9:00 AM - 8:00 PM
Sunday: 9:00 AM - 3:00 PM",cafe,ChIJt2DdlMqolVQR9_8bSgsyYCY,coffee
Short & Sweet,"Vancouver, WA",Vancouver,Washington,United States of America,,"Inviting atmosphere, lots of boba tea options.","1231 NW Couch St, Portland, OR 97209, United States",4.2,93.0,"https://www.google.com/maps/search/?api=1&query=1231%20NW%20Couch%20St,%20Portland,%20OR%2097209,%20United%20States&query_place_id=ChIJjyUxWQIKlVQRTKIK5VO-khY",45.5238,-122.6839,"Monday: 10:00 AM - 7:00 PM
Tuesday: 10:00 AM - 7:00 PM
Wednesday: 10:00 AM - 7:00 PM
Thursday: 10:00 AM - 7:00 PM
Friday: 10:00 AM - 7:00 PM
Saturday: 10:00 AM - 7:00 PM
Sunday: 11:00 AM - 6:00 PM",clothing_store,ChIJBZQqyTIjXIgRgla5sZhF_-0,shopping
TOIT,"Toit Brewpub, 100 Feet Road, Drops Total Spirites, Binnamangala, Stage 1, Indiranagar, Bengaluru, Karnataka",Bengaluru,Karnataka,India,Yes,"Tin-Tin Beer excels in crafting light beers, offers delectable cuisine, and provides an economical setting that evokes nostalgia.","Indiranagar, 100 Feet Rd, Near Drops Total Spirites, Bengaluru, Karnataka 560038, India",4.5,52918.0,"https://www.google.com/maps/search/?api=1&query=Indiranagar,%20100%20Feet%20Rd,%20Near%20Drops%20Total%20Spirites,%20Bengaluru,%20Karnataka%20560038,%20India&query_place_id=ChIJc0JAFaUWrjsRRXSXJPX7YFo",12.9792,77.6405,"Monday: 8:30 AM - 1:00 AM
Tuesday: 8:30 AM - 1:00 AM
Wednesday: 8:30 AM - 1:00 AM
Thursday: 8:30 AM - 1:00 AM
Friday: 8:30 AM - 1:00 AM
Saturday: 8:30 AM - 1:00 AM
Sunday: 8:30 AM - 1:00 AM",bar,ChIJc0JAFaUWrjsRRXSXJPX7YFo,drinks
Pecos - Classic,"34, Rest House Rd, Shanthala Nagar, Sampangi Rama Nagara, Bengaluru, Karnataka 560001",Bengaluru,Karnataka,India,,"If you're in the mood for budget-friendly tap beer, this venue has seasoned staff who will entertain you with magic tricks once you become a familiar face.","34, Rest House Rd, Shanthala Nagar, Sampangi Rama Nagara, Bengaluru, Karnataka 560001, India",4.3,1993.0,"https://www.google.com/maps/search/?api=1&query=34,%20Rest%20House%20Rd,%20Shanthala%20Nagar,%20Sampangi%20Rama%20Nagara,%20Bengaluru,%20Karnataka%20560001,%20India&query_place_id=ChIJQVqlWGQWrjsRNmNTzeUOMI0",12.9737,77.6074,"Monday: 10:30 AM - 11:00 PM
Tuesday: 10:30 AM - 11:00 PM
Wednesday: 10:30 AM - 11:00 PM
Thursday: 10:30 AM - 11:00 PM
Friday: 10:30 AM - 11:00 PM
Saturday: 10:30 AM - 11:00 PM
Sunday: 10:30 AM - 11:00 PM",bar,ChIJQVqlWGQWrjsRNmNTzeUOMI0,drinks
Cubbon Park,"Kasturba Rd, behind High Court of Karnataka, Ambedkar Veedhi, Sampangi Rama Nagara, Bengaluru, Karnataka 560001, India",Bengaluru,Karnataka,India,Yes,"This specific trail within Cubbon Park offers a serene environment that stands in contrast to its larger, busier surroundings.","Kasturba Rd, behind High Court of Karnataka, Ambedkar Veedhi, Sampangi Rama Nagara, Bengaluru, Karnataka 560001, India",4.4,128891.0,"https://www.google.com/maps/search/?api=1&query=Kasturba%20Rd,%20behind%20High%20Court%20of%20Karnataka,%20Ambedkar%20Veedhi,%20Sampangi%20Rama%20Nagara,%20Bengaluru,%20Karnataka%20560001,%20India&query_place_id=ChIJL2fQ53MWrjsRuN9D6aalLMY",12.9779,77.5952,,park,ChIJL2fQ53MWrjsRuN9D6aalLMY,outdoors
Chin Lung,"19 & 20, 3rd Main Rd, opposite Sapna Book House, Gandhi Nagar, Bengaluru, Karnataka 560009",Bengaluru,Karnataka,India,,"For an uncrowded, cost-effective experience with exceptional food, their butter garlic prawns are a must-try.","19 & 20, 3rd Main Rd, opposite Sapna Book House, Gandhi Nagar, Bengaluru, Karnataka 560009, India",4.8,1013.0,"https://www.google.com/maps/search/?api=1&query=19%20&%2020,%203rd%20Main%20Rd,%20opposite%20Sapna%20Book%20House,%20Gandhi%20Nagar,%20Bengaluru,%20Karnataka%20560009,%20India&query_place_id=ChIJvdFUrNIXrjsRvYvc85Mgw4A",12.9762,77.5787,"Monday: 11:30 AM - 1:00 AM
Tuesday: 11:30 AM - 1:00 AM
Wednesday: 11:30 AM - 1:00 AM
Thursday: 11:30 AM - 1:00 AM
Friday: 11:30 AM - 1:00 AM
Saturday: 11:30 AM - 1:00 AM
Sunday: 11:30 AM - 1:00 AM",bar,ChIJvdFUrNIXrjsRvYvc85Mgw4A,drinks
Suzy Q,"No.1, Express Building, Queens Road, Bengaluru, Karnataka 560001",Bengaluru,Karnataka,India,Yes,"With its elegant ambiance, gourmet dishes, artisan cocktails, pulsating music, and a fashionable clientele, this place is a hit.","No.1, Express Building, Queens Road, Bengaluru, Karnataka 560001, India",4.4,3093.0,"https://www.google.com/maps/search/?api=1&query=No.1,%20Express%20Building,%20Queens%20Road,%20Bengaluru,%20Karnataka%20560001,%20India&query_place_id=ChIJ_5IDe7YXrjsRdu79rZOI1E0",12.9837,77.5967,"Monday: 12:00 PM - 12:30 AM
Tuesday: 12:00 PM - 12:30 AM
Wednesday: 12:00 PM - 12:30 AM
Thursday: 12:00 PM - 12:30 AM
Friday: 12:00 PM - 12:30 AM
Saturday: 12:00 PM - 12:30 AM
Sunday: 12:00 PM - 12:30 AM",bar,ChIJ_5IDe7YXrjsRdu79rZOI1E0,drinks
Milano,"Sobha Mall, Church St, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001",Bengaluru,Karnataka,India,Yes,This establishment boasts a rotating selection of sophisticated options and stays open until 12:30 am.,"Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India",4.5,841.0,"https://www.google.com/maps/search/?api=1&query=Shanthala%20Nagar,%20Ashok%20Nagar,%20Bengaluru,%20Karnataka%20560001,%20India&query_place_id=ChIJoSGp8FYXrjsReShvdOYXFzg",12.9754,77.6019,"Monday: 9:00 AM - 10:00 PM
Tuesday: 9:00 AM - 10:00 PM
Wednesday: 9:00 AM - 10:00 PM
Thursday: 9:00 AM - 10:00 PM
Friday: 9:00 AM - 10:00 PM
Saturday: 9:00 AM - 10:00 PM
Sunday: 9:00 AM - 10:00 PM",shopping_mall,ChIJoSGp8FYXrjsReShvdOYXFzg,shopping
Momos stall,"29-34, Rest House Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India",Bengaluru,Karnataka,India,Yes,"The best momos in Bangalore can be discovered at this unassuming stall, which eschews branding for quality.","XJ95+R23, Markham Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025, India",4.4,66.0,"https://www.google.com/maps/search/?api=1&query=XJ95+R23,%20Markham%20Rd,%20Shanthala%20Nagar,%20Ashok%20Nagar,%20Bengaluru,%20Karnataka%20560025,%20India&query_place_id=ChIJEwIT238WrjsRfoG2sfoOIac",12.9695,77.6075,"Monday: 11:00 AM - 10:30 PM
Tuesday: 11:00 AM - 10:30 PM
Wednesday: 11:00 AM - 10:30 PM
Thursday: 11:00 AM - 10:30 PM
Friday: 11:00 AM - 10:30 PM
Saturday: 11:00 AM - 10:30 PM
Sunday: 11:00 AM - 10:30 PM",restaurant,ChIJcRt-rLEXrjsREIt6bo9jgHg,food
Orion Mall - Lakeview,"BRIGADE GATEWAY, Chai Point, 26/1, 1st Floor, Dr. Rajkumar Road, Orion Mall, Malleshwara, Bengaluru, Karnataka 560003",Bengaluru,Karnataka,India,,It's an ideal spot for unwinding over a comforting cup of chai or coffee.,"Dr Rajkumar Rd, Rajajinagar, Bengaluru, Karnataka 560055, India",4.5,176990.0,"https://www.google.com/maps/search/?api=1&query=Dr%20Rajkumar%20Rd,%20Rajajinagar,%20Bengaluru,%20Karnataka%20560055,%20India&query_place_id=ChIJZ0FegEs9rjsRZFR-C-hVwqQ",13.011,77.5547,"Monday: 10:00 AM - 10:00 PM
Tuesday: 10:00 AM - 10:00 PM
Wednesday: 10:00 AM - 10:00 PM
Thursday: 10:00 AM - 10:00 PM
Friday: 10:00 AM - 10:00 PM
Saturday: 10:00 AM - 10:00 PM
Sunday: 10:00 AM - 10:00 PM",shopping_mall,ChIJg3bVF-09rjsRozhTJiYrS8g,shopping
Orion Mall - Tuscano,"26/1, Dr Rajkumar Rd, Malleshwara, Bengaluru, Karnataka 560055",Bengaluru,Karnataka,India,Yes,"Known for its authentic Italian pizzas and complementing Sangrias, this place sets the mood for romantic dinner dates.","26/1, Dr Rajkumar Rd, Malleshwara, Bengaluru, Karnataka 560055, India",4.2,4748.0,"https://www.google.com/maps/search/?api=1&query=26/1,%20Dr%20Rajkumar%20Rd,%20Malleshwara,%20Bengaluru,%20Karnataka%20560055,%20India&query_place_id=ChIJXx535Io9rjsRxPHSPe5DJvw",13.0113,77.5553,"Monday: 12:00 - 11:00 PM
Tuesday: 12:00 - 11:00 PM
Wednesday: 12:00 - 11:00 PM
Thursday: 12:00 - 11:00 PM
Friday: 12:00 - 11:00 PM
Saturday: 12:00 - 11:00 PM
Sunday: 12:00 - 11:00 PM",restaurant,ChIJXx535Io9rjsRxPHSPe5DJvw,food
Vatadahosahalli Lake,"MJVX+68, Thokalahalli, Karnataka 561209",Bengaluru,Karnataka,India,,"Situated away from the urban hustle, the locale offers a rejuvenating breeze, making it perfect for road trips.","Vatadahosahalli Lake, Sabbanahalli, Karnataka 561209",4.6,365.0,"https://www.google.com/maps/search/?api=1&query=Vatadahosahalli%20Lake,%20Sabbanahalli,%20Karnataka%20561209&query_place_id=ChIJM_WWnKqWsTsRqQEYEvIa7E8",13.6962,77.6515,,natural_feature,VLMTK5BK,outdoors
Glen's Bakehouse,"24/1, Lavelle Road, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001",Bengaluru,Karnataka,India,Yes,"This caf serves top-notch food, with their mini red velvet cupcakes coming highly recommended.","24/1, Lavelle Road, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India",4.4,10105.0,"https://www.google.com/maps/search/?api=1&query=24/1,%20Lavelle%20Road,%20Shanthala%20Nagar,%20Ashok%20Nagar,%20Bengaluru,%20Karnataka%20560001,%20India&query_place_id=ChIJKaFXNHgWrjsRuoVUhT-DzDY",12.9698,77.5974,"Monday: 9:00 AM - 1:00 AM
Tuesday: 9:00 AM - 1:00 AM
Wednesday: 9:00 AM - 1:00 AM
Thursday: 9:00 AM - 1:00 AM
Friday: 9:00 AM - 1:00 AM
Saturday: 9:00 AM - 1:00 AM
Sunday: 9:00 AM - 1:00 AM",cafe,ChIJKaFXNHgWrjsRuoVUhT-DzDY,coffee
Fatty Bao,"25/4, 1st floor, Lavelle Road, opposite Harley Davidson showroom, Bengaluru, Karnataka 560001",Bengaluru,Karnataka,India,,"The venue shines in both its culinary and mixology offerings, with Bao being a standout dish.","25/4, 1st floor, Lavelle Road, opposite Harley Davidson showroom, Bengaluru, Karnataka 560001, India",4.4,236.0,"https://www.google.com/maps/search/?api=1&query=25/4,%201st%20floor,%20Lavelle%20Road,%20opposite%20Harley%20Davidson%20showroom,%20Bengaluru,%20Karnataka%20560001,%20India&query_place_id=ChIJj2WheQEXrjsR7r9boXZ8YcU",12.9707,77.5976,"Monday: 12:00 - 11:00 PM
Tuesday: 12:00 - 11:00 PM
Wednesday: 12:00 - 11:00 PM
Thursday: 12:00 - 11:00 PM
Friday: 12:00 PM - 12:00 AM
Saturday: 12:00 PM - 12:00 AM
Sunday: 12:00 PM - 12:00 AM",restaurant,ChIJj2WheQEXrjsR7r9boXZ8YcU,food
Misu,"4th Floor Halcyon Complex, St Mark's Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025",Bengaluru,Karnataka,India,Yes,"For those craving authentic Ramen and Dimsums, this restaurant is an unmissable stop.","4th Floor Halcyon Complex, St Mark's Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025, India",4.3,2392.0,"https://www.google.com/maps/search/?api=1&query=4th%20Floor%20Halcyon%20Complex,%20St%20Mark's%20Rd,%20Shanthala%20Nagar,%20Ashok%20Nagar,%20Bengaluru,%20Karnataka%20560025,%20India&query_place_id=ChIJe01wInkWrjsR_FyvHuyXJu0",12.9708,77.6007,"Monday: 12:00 - 11:30 PM
Tuesday: 12:00 - 11:30 PM
Wednesday: 12:00 - 11:30 PM
Thursday: 12:00 - 11:30 PM
Friday: 12:00 - 11:30 PM
Saturday: 12:00 - 11:30 PM
Sunday: 12:00 - 11:30 PM",restaurant,ChIJe01wInkWrjsR_FyvHuyXJu0,food
Chianti,"Ramanashree Arcade, Ground Floor, Ashok Nagar Post, 18, Mahatma Gandhi Rd, Sivanchetti Gardens, Bengaluru, Karnataka 560001",Bengaluru,Karnataka,India,Yes,Exceptional Italian cuisine is expertly paired with wine-based cocktails at this establishment.,"Ramanashree Arcade, Ground Floor, Ashok Nagar Post, 18, Mahatma Gandhi Rd, Sivanchetti Gardens, Bengaluru, Karnataka 560001, India",4.3,1808.0,"https://www.google.com/maps/search/?api=1&query=Ramanashree%20Arcade,%20Ground%20Floor,%20Ashok%20Nagar%20Post,%2018,%20Mahatma%20Gandhi%20Rd,%20Sivanchetti%20Gardens,%20Bengaluru,%20Karnataka%20560001,%20India&query_place_id=ChIJ184uJb0XrjsRFuBTcHkYSYA",12.9723,77.6188,"Monday: 12:00 - 3:30 PM, 6:30 - 10:30 PM
Tuesday: 12:00 - 3:30 PM, 6:30 - 10:30 PM
Wednesday: 12:00 - 3:30 PM, 6:30 - 10:30 PM
Thursday: 12:00 - 3:30 PM, 6:30 - 10:30 PM
Friday: 12:00 - 3:30 PM, 6:30 - 10:30 PM
Saturday: 12:00 - 11:00 PM
Sunday: 12:00 - 10:30 PM",bar,ChIJ184uJb0XrjsRFuBTcHkYSYA,drinks
Rose Park Roasters,"Long Beach, CA",Long Beach,California,United States,,Great collection of coffee beans. The barista was knowledgeable about different ways to make coffee. I liked their Cortado.,"800 Pine Ave, Long Beach, CA 90813, United States",4.7,145.0,"https://www.google.com/maps/search/?api=1&query=800%20Pine%20Ave,%20Long%20Beach,%20CA%2090813,%20United%20States&query_place_id=ChIJ9QLjsfUx3YARWEIbOymgqd4",33.7767,-118.1922,"Monday: 7:00 AM - 4:00 PM
Tuesday: 7:00 AM - 4:00 PM
Wednesday: 7:00 AM - 4:00 PM
Thursday: 7:00 AM - 4:00 PM
Friday: 7:00 AM - 4:00 PM
Saturday: 7:00 AM - 4:00 PM
Sunday: 7:00 AM - 4:00 PM",cafe,ChIJ9QLjsfUx3YARWEIbOymgqd4,coffee
Awaken Coffee,Downtown Knoxville,Knoxville,Tennessee,United States,,It took me a while to discover this amazing cafe. Their coffee is awesome and they have great welcoming interior. They often have board game meet-ups and are open till 7 pm.,"125 W Jackson Ave, Knoxville, TN 37902, United States",4.7,378.0,"https://www.google.com/maps/search/?api=1&query=125%20W%20Jackson%20Ave,%20Knoxville,%20TN%2037902,%20United%20States&query_place_id=ChIJBZE6pc8XXIgRE5kd92E1gjA",35.9699,-83.9193,"Monday: 7:30 AM - 7:00 PM
Tuesday: 7:30 AM - 7:00 PM
Wednesday: 7:30 AM - 7:00 PM
Thursday: 7:30 AM - 7:00 PM
Friday: 7:30 AM - 7:00 PM
Saturday: 8:00 AM - 7:00 PM
Sunday: 1:00 - 6:00 PM",cafe,ChIJBZE6pc8XXIgRE5kd92E1gjA,coffee
Museum of Reclaimed Urban Space,"155 Loisaida Ave, New York, NY 10009",New York,New York,United States of America,,"A hidden place on the history of top-down action, especially in urban planning and environmental issues. Kinda cool snapshot of East Village's history.","155 Loisaida Ave, New York, NY 10009, United States",4.7,78.0,"https://www.google.com/maps/search/?api=1&query=155%20Loisaida%20Ave,%20New%20York,%20NY%2010009,%20United%20States&query_place_id=ChIJCYNcT3dZwokRghlU3rGC_-o",40.7257,-73.9778,"Monday: Closed
Tuesday: Closed
Wednesday: 12:00 - 5:30 PM
Thursday: 12:00 - 5:30 PM
Friday: 12:00 - 5:30 PM
Saturday: 12:00 - 5:30 PM
Sunday: 12:00 - 5:30 PM",tourist_attraction,ChIJCYNcT3dZwokRghlU3rGC_-o,attraction
Cooper Hewitt Smithsonian Design Museum,"2 E 91st St, New York, NY 10128",New York,New York,United States of America,,"A museum dedicated to design: exhibits starting from data viz from WEB Du Bois to the history of interior decoration, you will learn cool stuff about how design affects our lives.","2 E 91st St, New York, NY 10128, United States",4.5,2612.0,"https://www.google.com/maps/search/?api=1&query=2%20E%2091st%20St,%20New%20York,%20NY%2010128,%20United%20States&query_place_id=ChIJsT8qSaJYwokR-m20OGJUKCA",40.7844,-73.9579,"Monday: 10:00 AM - 6:00 PM
Tuesday: 10:00 AM - 6:00 PM
Wednesday: 10:00 AM - 6:00 PM
Thursday: 10:00 AM - 6:00 PM
Friday: 10:00 AM - 6:00 PM
Saturday: 10:00 AM - 6:00 PM
Sunday: 10:00 AM - 6:00 PM",museum,ChIJsT8qSaJYwokR-m20OGJUKCA,culture
Museum of the City of New York,"1220 5th Ave, New York, NY 10029",New York,New York,United States of America,,"A tribute to the complex and varied history of NYC, my fave exhibits were the multimedia ones using interactive maps to show how the city has changed over the centuries.","1220 5th Ave, New York, NY 10029, United States",4.5,4871.0,"https://www.google.com/maps/search/?api=1&query=1220%205th%20Ave,%20New%20York,%20NY%2010029,%20United%20States&query_place_id=ChIJi4hYtB32wokR1Npx_Tv7phk",40.7925,-73.952,"Monday: 10:00 AM - 5:00 PM
Tuesday: Closed
Wednesday: Closed
Thursday: 10:00 AM - 9:00 PM
Friday: 10:00 AM - 5:00 PM
Saturday: 10:00 AM - 5:00 PM
Sunday: 10:00 AM - 5:00 PM",tourist_attraction,ChIJi4hYtB32wokR1Npx_Tv7phk,attraction
Lincoln Center for the Performing Arts,"Lincoln Center Plaza, New York, NY 10023",New York,New York,United States of America,,"A venue for cool events: concerts, operas, theater. Checkout some of their summertime events for our fix of classical music!","Lincoln Center Plaza, New York, NY 10023, United States",4.8,18132.0,"https://www.google.com/maps/search/?api=1&query=Lincoln%20Center%20Plaza,%20New%20York,%20NY%2010023,%20United%20States&query_place_id=ChIJN6W-X_VYwokRTqwcBnTw1Uk",40.7725,-73.9835,,tourist_attraction,ChIJN6W-X_VYwokRTqwcBnTw1Uk,attraction
Mysterious Book Shop,"58 Warren St, New York, NY 10007",New York,New York,United States of America,,"A bookstore dedicated to the mystery genre. All sorts of novels, from sci-fi mystery to historical to romantic spy stories. They often have interesting events as well.","58 Warren St, New York, NY 10007, United States",4.7,361.0,"https://www.google.com/maps/search/?api=1&query=58%20Warren%20St,%20New%20York,%20NY%2010007,%20United%20States&query_place_id=ChIJbZ8tKB9awokRyPUoMpXSycs",40.7149,-74.0092,"Monday: 11:00 AM - 7:00 PM
Tuesday: 11:00 AM - 7:00 PM
Wednesday: 11:00 AM - 7:00 PM
Thursday: 11:00 AM - 7:00 PM
Friday: 11:00 AM - 7:00 PM
Saturday: 11:00 AM - 7:00 PM
Sunday: Closed",book_store,ChIJbZ8tKB9awokRyPUoMpXSycs,culture
Poster House,"119 W 23rd St, New York, NY 10011",New York,New York,United States of America,,"A museum dedicated to posters, with some interesting exhibits such as their Japan in the 20th century or the one dedicated to the Black Panther movements. Interesting to see how posters reflect the broader state of the society that they come from or how they become tools for activism.","119 W 23rd St, New York, NY 10011, United States",4.7,447.0,"https://www.google.com/maps/search/?api=1&query=119%20W%2023rd%20St,%20New%20York,%20NY%2010011,%20United%20States&query_place_id=ChIJ6UitwqRZwokR2UuUi8NrdAg",40.7436,-73.9933,,museum,ChIJ6UitwqRZwokR2UuUi8NrdAg,culture
New York Transit Museum,"99 Schermerhorn St, Brooklyn, NY 11201",New York,New York,United States of America,,"Interesting museum dedicated to the history of NYC's subways. Go for their collection of real subway cars or their cool exhibits talking about all sorts of subway-related things, like turnstiles, fake money people used or things that workers found when digging underground during construction.","99 Schermerhorn St, Brooklyn, NY 11201, United States",4.6,4702.0,"https://www.google.com/maps/search/?api=1&query=99%20Schermerhorn%20St,%20Brooklyn,%20NY%2011201,%20United%20States&query_place_id=ChIJdThqNVVawokRFk58UQOvtuM",40.6906,-73.9901,"Monday: Closed
Tuesday: Closed
Wednesday: Closed
Thursday: 10:00 AM - 4:00 PM
Friday: 10:00 AM - 4:00 PM
Saturday: 10:00 AM - 4:00 PM
Sunday: 10:00 AM - 4:00 PM",museum,ChIJdThqNVVawokRFk58UQOvtuM,culture
